CUSTOMER_REVIEW,CELEBRITY_REACH,COMPETETION,INNOVATION,QUALITY,TRANSPARENCY,COMMUNICATION,TARGET_GROUP,FREQUENT_REMINDERS,IMPACT_RATE,DESCISION_MAKING
1,1,72,4,8,3,2,9,3,46.0845,0
9,2,83,4,1,4,2,16,4,48.12275,0
5,1,61,1,8,4,1,16,2,39.8935,0
10,1,39,9,6,4,5,52,5,52.22925,1
6,0,78,10,6,3,5,58,2,74.7885,1
4,2,91,10,4,2,6,81,1,92.99875,1
7,1,43,7,8,3,1,51,4,46.715,0
5,1,84,6,2,4,5,8,3,53.9185,1
2,1,7,5,10,1,1,19,4,16.42725,0
6,2,5,8,1,2,4,41,5,28.5615,0
8,2,86,7,8,3,1,18,5,49.28125,0
10,1,34,9,9,5,2,39,2,35.35525,0
1,2,86,1,5,4,5,71,4,92.43975,1
2,1,30,5,9,4,5,7,4,32.00775,0
2,1,98,10,6,2,3,5,4,55.76125,1
7,1,99,6,4,1,2,9,3,51.54175,1
2,1,42,3,9,3,3,79,1,68.11575,1
10,0,98,5,2,5,5,16,3,62.70025,1
3,1,23,2,1,5,5,76,5,64.8685,1
9,2,51,5,6,5,1,63,4,55.98525,1
4,2,97,8,7,4,1,57,4,77.4265,1
8,2,79,1,6,5,4,66,2,77.952,1
5,1,78,7,10,3,2,10,3,45.57075,0
4,0,52,1,5,1,4,44,2,55.755,1
6,1,83,2,9,3,2,84,2,86.00975,1
6,0,99,9,2,5,5,73,1,93.0395,1
2,1,78,9,3,5,2,86,2,86.37025,1
9,0,45,7,1,4,3,67,1,57.063,1
9,1,48,5,8,3,3,66,3,59.42825,1
5,0,10,7,3,4,3,87,3,55.71425,1
4,1,74,10,3,4,5,45,1,66.367,1
8,1,28,2,8,5,3,29,3,33.94325,0
3,2,43,8,1,5,1,22,3,33.44875,0
1,2,17,7,6,4,5,55,5,50.19775,1
4,0,89,6,8,1,2,51,5,73.93525,1
10,0,76,7,4,5,3,42,1,59.31175,1
8,1,48,5,2,3,6,11,1,35.9905,0
5,2,57,5,1,1,1,72,4,63.159,1
6,0,4,4,6,1,4,63,1,39.384,0
3,2,6,1,2,2,4,62,2,42.262,0
3,0,83,9,9,4,2,57,5,76.3605,1
1,1,59,9,1,5,2,77,2,73.16825,1
7,1,75,1,7,1,2,96,1,85.36675,1
5,1,9,2,3,1,2,13,1,11.6745,0
2,1,36,3,7,2,6,35,1,48.05525,0
3,0,42,4,2,2,2,61,1,54.81175,1
4,1,53,7,2,3,4,7,2,35.36475,0
8,1,58,2,9,3,6,58,3,68.4925,1
1,1,72,9,10,1,1,99,2,86.85825,1
10,2,54,5,3,3,4,33,3,45.0055,0
9,2,41,9,6,3,3,36,4,38.90625,0
6,0,47,6,7,3,2,21,2,35.679,0
10,0,66,6,9,3,2,51,4,58.87375,1
2,0,50,6,4,5,6,97,5,91.7385,1
7,0,61,4,5,1,3,68,1,66.13475,1
8,0,85,7,9,4,3,15,2,52.01725,1
8,1,9,4,4,3,2,42,3,26.77,0
5,0,40,10,1,2,2,83,2,62.388,1
7,2,90,8,7,3,3,21,5,57.467,1
9,1,20,10,7,3,4,86,2,56.05725,1
2,1,59,6,9,5,5,70,1,76.48875,1
9,2,9,9,2,4,5,47,3,33.03325,0
5,1,66,8,10,2,5,94,3,88.7055,1
4,1,61,9,9,2,4,96,2,84.745,1
8,2,71,1,3,4,5,2,5,44.47575,0
2,0,50,8,5,3,2,48,3,54.19675,1
8,0,98,4,4,4,6,69,3,93.719,1
8,1,49,6,9,4,2,43,5,48.78475,0
3,2,60,8,7,5,1,86,3,75.443,1
5,2,65,2,8,4,1,46,4,57.6135,1
1,0,65,4,10,2,2,10,2,42.953,0
4,0,86,3,5,5,4,69,1,86.4545,1
5,1,7,9,10,2,5,90,1,56.5085,1
5,2,79,8,9,4,3,70,4,79.33675,1
6,0,83,9,2,1,2,4,5,43.437,0
6,1,37,1,3,1,4,82,1,64.5755,1
4,1,85,2,9,1,1,82,2,83.91575,1
8,1,7,7,2,3,4,19,4,17.87725,0
10,2,58,10,4,4,3,72,4,64.982,1
10,0,42,6,9,5,4,29,1,39.47475,0
1,0,35,1,9,2,2,6,5,29.6845,0
3,1,88,5,8,1,1,30,4,59.81175,1
3,0,33,1,6,4,3,15,1,31.84625,0
7,2,95,6,6,1,5,29,1,64.23,1
9,2,89,2,6,1,3,26,5,58.2245,1
5,1,1,3,3,5,4,93,1,56.12775,1
10,1,50,3,10,1,3,96,5,76.0745,1
10,2,35,8,6,5,4,88,1,63.66925,1
7,0,7,2,2,5,5,64,1,45.712,0
8,2,2,8,9,2,1,99,2,47.63475,0
7,0,65,3,6,5,3,10,3,43.02875,0
9,1,11,2,5,3,2,21,3,16.8265,0
8,1,45,5,4,3,2,40,4,43.44825,0
8,2,49,6,8,4,3,91,5,74.66825,1
7,2,17,7,6,4,4,53,3,40.55725,0
3,2,13,7,9,5,2,32,2,27.019,0
9,2,86,1,7,1,5,59,2,76.27175,1
9,0,86,8,8,5,6,13,3,58.26025,1
7,2,48,6,1,1,5,47,3,51.9335,1
9,0,3,3,9,5,3,32,2,22.7035,0
5,0,2,2,3,3,4,67,5,46.1305,0
8,0,88,7,10,1,5,83,1,90.08925,1
1,2,18,4,7,3,6,61,2,53.9285,1
6,2,9,9,10,4,4,24,2,21.6825,0
2,1,11,9,4,1,5,29,4,30.17675,0
4,2,70,3,10,1,1,46,4,58.58375,1
4,0,52,4,6,2,6,54,4,66.7805,1
6,0,5,7,4,1,1,32,4,18.4795,0
2,1,92,9,6,5,5,4,5,60.0145,1
7,0,20,10,7,4,6,40,2,39.9555,0
9,0,96,1,3,1,6,1,4,56.22775,1
5,1,49,9,6,3,5,24,2,43.5105,0
8,1,48,5,8,5,5,32,2,47.7045,0
2,0,96,8,7,1,6,97,2,108.26025,1
6,1,24,7,5,2,3,20,2,24.06925,0
3,1,85,10,2,1,1,63,2,71.49275,1
2,0,76,7,3,4,5,31,1,63.5975,1
8,1,97,6,8,3,5,14,5,62.4575,1
10,2,35,7,2,2,4,12,3,23.5785,0
10,1,4,10,4,4,1,61,5,30.83225,0
8,1,53,4,3,1,5,58,5,62.61475,1
8,0,30,3,5,3,6,51,3,51.5815,1
8,2,38,5,3,1,2,18,5,26.9755,0
8,2,12,7,6,4,5,19,2,21.18425,0
5,1,32,5,10,4,2,10,1,23.32525,0
5,2,85,10,10,4,4,33,5,65.5755,1
9,2,43,9,1,3,5,37,3,43.283,0
7,1,56,8,4,4,3,82,3,72.405,1
8,0,42,2,2,3,3,33,4,42.1935,0
7,2,42,10,4,5,3,81,1,62.76675,1
6,1,12,7,3,4,2,31,2,23.02025,0
1,0,11,5,4,4,5,12,2,25.01625,0
6,0,70,6,10,3,3,46,3,62.9675,1
6,0,88,9,3,4,5,59,2,80.733,1
2,2,43,1,5,5,1,20,4,36.72025,0
9,1,81,2,7,4,1,86,5,84.3035,1
7,0,59,4,2,2,2,2,2,30.027,0
5,1,56,7,2,3,3,17,5,41.33975,0
7,1,87,6,1,5,4,28,4,63.2715,1
4,2,1,4,3,5,1,38,2,21.5185,0
6,2,21,2,10,4,4,16,5,27.83175,0
4,2,69,10,7,4,1,47,4,58.235,1
8,1,4,9,7,3,5,93,2,55.31075,1
7,2,17,5,7,5,3,25,5,26.9755,0
4,2,8,1,6,4,2,2,3,9.84325,0
4,2,66,4,2,5,5,8,3,46.508,0
9,1,81,9,9,3,6,16,2,54.03925,1
2,0,1,6,5,5,1,60,3,36.8385,0
7,2,99,9,10,1,1,89,5,91.17175,1
10,2,20,10,8,3,1,13,4,11.7635,0
5,2,15,2,3,4,3,58,3,42.77675,0
7,1,43,9,6,2,4,85,3,68.4055,1
4,0,44,10,9,4,1,48,3,48.16875,0
6,1,36,7,4,2,6,47,2,50.1605,1
9,1,85,4,3,3,5,58,4,77.7975,1
3,1,90,4,10,3,6,64,2,89.6825,1
6,0,4,7,9,3,1,29,1,16.2155,0
7,2,21,8,1,1,6,62,3,48.31125,0
10,1,4,9,2,3,5,81,1,46.041,0
8,2,37,5,6,1,1,94,1,60.8245,1
2,1,66,9,9,5,4,29,2,56.34025,1
4,0,26,4,2,5,4,6,2,25.2665,0
8,0,30,8,7,2,5,7,3,24.66075,0
5,1,36,4,8,5,3,8,2,27.946,0
4,1,20,2,7,1,5,55,4,48.871,0
10,1,92,6,6,4,1,98,3,92.00825,1
4,1,100,1,8,3,4,100,5,110.9255,1
4,2,3,1,5,1,5,62,4,43.43875,0
9,1,63,2,8,3,5,39,3,57.95225,1
8,0,97,3,1,4,6,73,3,95.21725,1
3,0,60,9,7,1,4,21,4,47.86925,0
10,2,57,10,7,1,2,21,4,34.195,0
3,2,100,7,1,3,2,54,1,76.72125,1
6,2,34,2,7,1,5,11,1,27.91475,0
9,0,61,9,10,1,4,60,2,62.46175,1
3,1,74,5,2,1,1,90,5,84.08675,1
3,0,42,4,4,1,5,91,3,77.95175,1
8,1,2,4,2,1,2,96,3,49.58425,0
5,1,67,2,7,3,4,100,5,93.8735,1
10,0,71,6,8,2,5,11,5,47.06575,0
6,2,21,6,9,5,2,9,1,16.0655,0
6,1,47,6,6,4,1,35,2,40.375,0
7,2,77,10,6,5,4,43,1,62.3405,1
5,1,82,9,6,3,6,38,2,68.71825,1
2,1,51,8,1,4,5,46,2,58.63275,1
2,2,8,7,5,1,1,23,1,14.37,0
2,2,74,1,3,4,2,99,2,91.973,1
10,1,34,8,4,5,4,94,4,69.33725,1
3,0,82,2,7,2,5,88,1,95.729,1
4,2,70,1,9,1,5,2,4,45.058,0
3,0,63,3,8,3,3,65,1,70.94925,1
4,0,80,2,4,5,3,33,1,62.9875,1
5,0,55,2,6,2,6,56,2,67.488,1
6,2,1,10,1,4,4,28,5,20.7695,0
3,0,70,9,6,3,3,94,4,89.509,1
2,2,92,8,5,2,3,20,3,59.38425,1
5,0,11,5,8,4,4,62,5,48.32025,0
4,0,14,9,10,1,6,90,4,65.43175,1
9,0,71,10,1,2,6,9,3,45.27025,0
10,1,8,8,2,3,6,18,5,21.05325,0
2,2,32,8,9,3,6,82,2,69.69175,1
3,0,6,2,6,3,3,7,1,13.74775,0
7,0,97,4,4,2,2,85,2,91.3555,1
1,2,35,9,3,2,5,82,5,70.2805,1
1,1,69,3,1,3,1,59,4,68.46025,1
6,1,9,9,1,4,4,15,4,18.362,0
6,1,2,1,8,5,4,54,5,40.0895,0
10,1,6,6,6,4,2,45,4,26.42625,0
4,1,17,1,6,4,5,76,2,59.07325,1
10,0,98,8,8,1,3,27,4,61.762,1
2,1,87,2,2,5,3,57,1,79.1335,1
6,1,44,4,9,5,1,4,5,27.039,0
1,0,52,6,6,3,1,83,5,74.19175,1
10,0,37,7,1,5,3,12,4,27.10675,0
5,0,92,6,7,2,2,16,2,54.72,1
8,0,77,8,3,3,4,48,2,65.57,1
10,2,3,3,8,5,3,99,3,55.247,1
2,0,42,5,3,4,1,91,3,71.7935,1
9,2,96,3,10,5,2,5,1,48.5435,0
2,1,82,7,5,1,3,42,2,65.70725,1
6,1,14,9,4,4,3,58,3,40.4,0
10,1,86,7,2,1,1,39,5,57.204,1
6,1,94,8,10,4,6,5,5,60.54375,1
6,2,5,4,3,4,3,48,4,32.1805,0
5,2,22,8,10,5,4,13,1,23.28725,0
10,2,64,10,7,2,6,62,5,68.95125,1
10,2,53,8,8,5,3,47,5,52.34675,1
9,2,100,6,1,1,6,87,5,99.622,1
2,2,76,5,1,5,1,4,1,40.118,0
6,1,12,10,8,3,3,99,1,58.53775,1
3,0,16,9,4,5,3,9,4,20.9465,0
3,0,89,2,2,5,1,77,3,87.783,1
3,1,95,10,8,5,2,31,4,67.22175,1
1,1,16,10,1,3,2,9,1,14.90325,0
9,2,25,2,1,4,6,68,4,56.54675,1
4,1,27,1,8,2,3,38,5,41.04625,0
7,0,80,4,2,5,5,89,1,92.95175,1
3,0,22,3,6,2,4,80,1,60.25,1
2,0,30,7,3,5,3,22,1,33.3,0
3,2,31,5,10,1,1,24,4,28.73725,0
2,0,94,2,3,5,2,21,4,65.16025,1
5,1,13,6,6,1,3,72,5,48.54575,0
3,1,4,7,9,1,5,90,2,57.2365,1
9,1,83,8,10,1,1,18,2,44.12475,0
8,1,64,10,9,2,6,77,2,77.176,1
8,1,31,8,5,4,5,58,1,50.14625,1
4,0,29,8,7,5,6,71,3,64.8415,1
7,0,69,9,10,3,6,49,5,70.40475,1
2,2,6,8,1,5,3,82,4,52.67725,1
3,0,68,10,8,3,5,6,2,45.83725,0
1,0,15,8,10,4,3,88,4,63.2705,1
10,2,25,3,2,5,2,77,2,50.652,1
8,0,22,2,4,5,1,98,5,64.3475,1
1,2,98,4,7,2,1,43,4,72.886,1
8,0,22,4,2,2,4,70,5,53.343,1
1,2,76,10,3,3,3,75,4,81.5695,1
6,1,37,9,4,2,2,35,5,37.46875,0
7,2,69,10,1,3,2,58,3,61.35075,1
5,0,63,2,6,1,3,1,3,36.434,0
10,2,97,3,10,5,3,29,4,65.148,1
4,2,32,3,7,1,4,54,1,48.2965,0
4,2,9,1,1,5,2,79,4,50.94275,1
4,0,88,9,3,2,4,99,2,99.3745,1
6,1,52,4,6,3,6,78,4,77.33425,1
1,2,28,7,5,5,1,30,3,32.86175,0
2,2,63,10,6,5,6,75,3,82.14225,1
4,1,58,4,10,2,2,14,1,37.49975,0
5,1,83,4,5,2,5,21,2,58.9295,1
2,2,55,6,1,2,2,94,4,78.589,1
7,0,56,5,1,2,3,22,4,42.22875,0
5,2,75,6,3,1,4,36,2,58.09825,1
10,0,28,2,10,2,5,58,5,52.2645,1
7,0,9,7,1,3,3,92,2,54.4165,1
6,0,95,4,7,5,2,55,2,78.3005,1
9,2,34,8,4,2,6,29,4,37.78825,0
7,0,11,2,5,5,6,25,3,31.63525,0
2,2,55,1,7,5,5,13,4,47.82825,0
9,2,29,10,10,5,2,35,5,32.935,0
1,1,72,6,2,5,4,76,1,83.51,1
3,0,55,7,6,2,1,72,3,65.71375,1
2,0,95,2,4,4,5,12,4,66.92825,1
8,2,76,4,10,2,3,10,2,42.826,0
7,1,75,8,10,5,3,51,5,68.59275,1
9,1,84,1,9,1,4,25,2,56.795,1
7,2,58,7,1,1,5,4,1,32.62675,0
10,0,17,4,6,5,6,83,2,60.76175,1
6,1,93,6,2,4,1,49,5,71.4565,1
2,2,31,9,2,3,3,59,2,49.556,0
9,0,45,9,9,5,1,25,5,35.336,0
1,1,95,8,10,5,6,79,4,103.23225,1
6,2,78,8,1,2,1,51,4,61.35425,1
9,1,50,8,3,1,4,50,1,49.66825,0
2,1,49,6,9,2,3,54,1,56.89275,1
4,1,46,9,7,5,2,73,1,62.46325,1
10,1,91,1,3,1,2,39,2,61.4125,1
6,2,30,10,6,2,3,90,3,62.1315,1
4,2,71,1,4,4,4,38,2,61.901,1
4,2,61,4,8,5,4,54,5,68.06875,1
3,1,38,2,7,3,4,88,3,73.83625,1
8,2,71,9,1,5,5,57,2,68.49925,1
9,2,73,9,4,5,2,13,1,39.00025,0
9,2,37,9,4,1,1,91,4,59.31725,1
9,2,62,10,4,1,5,87,3,76.83425,1
4,1,85,4,5,5,1,12,4,51.09825,1
10,1,30,8,2,2,2,27,3,25.21875,0
2,1,14,8,2,5,6,84,4,65.16075,1
4,2,76,1,4,5,2,69,2,76.67975,1
4,0,91,6,5,5,4,100,3,105.5015,1
7,2,32,1,3,3,1,75,3,53.30275,1
9,1,75,2,4,4,5,46,1,65.93525,1
4,2,22,9,6,4,1,77,5,52.19325,1
2,0,78,2,9,5,2,46,5,71.99925,1
5,1,4,5,1,1,3,27,4,19.852,0
7,1,78,9,7,4,5,95,2,93.31,1
7,0,32,8,9,4,4,79,1,61.589,1
6,0,90,5,2,4,2,8,1,49.13775,0
7,2,35,5,7,2,3,76,5,59.746,1
5,2,27,1,6,1,1,44,1,33.88275,0
8,1,85,2,9,2,6,43,1,71.36775,1
8,0,81,9,9,4,1,43,5,61.94775,1
1,2,50,3,1,5,4,14,4,43.16125,0
2,2,48,2,8,3,6,84,2,80.116,1
10,2,46,10,4,1,4,91,1,66.679,1
7,1,31,4,7,3,2,13,3,23.533,0
5,1,21,4,2,1,2,55,4,40.71875,0
1,1,30,10,1,5,2,25,5,34.47675,0
1,0,45,4,10,2,2,76,4,69.041,1
9,1,56,10,10,1,6,39,1,51.5265,1
4,2,23,10,5,4,5,35,2,36.886,0
2,2,7,2,6,3,4,91,2,59.48025,1
4,0,96,8,3,1,3,41,5,73.01175,1
2,0,28,10,3,3,6,58,5,58.22725,1
8,2,7,1,3,5,6,84,4,58.30925,1
2,1,36,3,9,2,4,4,4,30.31525,0
7,2,38,7,4,3,1,4,5,19.3465,0
3,0,88,7,5,4,2,39,4,68.75875,1
2,0,91,2,10,4,2,76,5,93.12175,1
8,1,3,10,9,5,5,2,4,10.81925,0
9,2,93,4,8,3,1,22,5,54.8215,1
7,1,74,6,8,4,5,81,3,86.0165,1
3,1,89,10,3,5,5,48,4,78.9975,1
8,0,96,8,6,5,6,17,2,64.8695,1
10,0,31,8,6,1,6,61,1,51.15325,1
2,2,75,1,6,1,1,69,2,72.99,1
6,0,19,5,7,4,1,82,5,55.00375,1
7,0,53,10,4,5,6,83,3,79.0805,1
9,2,8,10,3,4,4,93,4,54.745,1
5,1,83,2,9,2,3,49,1,69.403,1
8,0,84,10,9,1,3,75,1,78.62075,1
10,2,72,2,6,4,4,77,5,79.9845,1
4,1,82,2,6,2,6,94,1,99.11025,1
4,0,41,5,5,5,6,20,1,43.33675,0
6,2,59,2,3,5,4,73,4,74.4745,1
1,1,99,4,6,2,2,36,4,72.74725,1
8,0,72,4,9,1,1,25,4,46.92025,0
6,0,42,8,5,1,5,55,4,56.60725,1
8,2,38,4,4,5,6,24,5,42.1485,0
10,2,7,4,3,3,5,29,5,24.501,0
8,2,96,10,9,1,3,69,5,82.50825,1
7,0,40,2,9,5,5,79,5,73.339,1
6,2,60,9,3,5,6,27,3,52.588,1
2,1,18,9,4,1,2,72,2,47.6295,0
5,0,99,4,5,2,4,51,3,81.64675,1
1,2,1,2,5,1,3,87,3,52.36775,1
2,1,12,9,4,1,2,94,1,55.333,1
10,0,59,7,2,1,6,67,3,69.009,1
8,2,86,2,7,4,5,34,1,65.25925,1
5,0,12,8,5,1,5,28,4,29.1085,0
7,0,99,10,7,5,2,20,1,58.67725,1
8,0,72,7,2,1,3,2,1,35.17075,0
8,2,95,8,8,2,2,35,2,61.14725,1
6,2,88,8,1,4,2,36,4,62.03125,1
1,0,30,10,9,3,4,4,1,25.3985,0
4,2,31,10,5,3,5,12,3,28.894,0
3,2,58,5,2,1,4,57,4,64.176,1
1,2,93,6,6,1,6,59,1,85.801,1
4,0,76,7,7,4,6,84,1,92.0645,1
10,1,95,8,1,3,6,91,5,100.27575,1
1,2,20,9,1,2,4,22,5,29.66475,0
10,1,84,3,10,4,4,64,2,77.8295,1
8,2,21,5,2,2,4,45,2,35.3735,0
10,2,20,3,6,1,1,92,5,53.80375,1
10,1,67,6,3,1,6,45,2,60.17975,1
9,2,60,9,9,5,3,51,1,55.24775,1
6,0,91,4,8,3,2,17,4,57.00675,1
5,2,89,5,9,2,6,93,1,99.65,1
2,0,54,7,10,3,4,97,4,87.54025,1
6,1,80,1,3,2,5,40,5,69.52425,1
4,0,17,7,4,1,3,52,5,41.316,0
9,2,50,4,5,2,6,6,3,34.158,0
8,2,76,7,3,4,1,35,2,50.9765,1
4,0,58,2,10,5,5,47,2,65.6285,1
8,2,66,2,4,4,3,96,1,82.9515,1
9,2,73,4,4,4,6,26,1,55.251,1
7,1,92,2,10,5,4,30,2,67.5665,1
7,1,10,9,3,5,4,96,3,60.077,1
8,0,4,5,10,2,6,59,4,43.36825,0
9,0,79,2,10,1,2,17,1,45.902,0
9,1,95,6,9,5,3,90,3,95.607,1
8,0,26,9,5,3,2,95,4,62.603,1
10,1,10,2,9,1,2,35,5,23.4175,0
6,0,43,2,1,1,6,70,5,69.13,1
4,1,35,2,7,4,6,85,2,74.33975,1
4,2,77,8,8,2,2,10,1,42.06725,0
5,0,36,2,5,1,1,48,1,41.72,0
6,0,69,8,4,4,2,51,1,60.62775,1
1,2,2,10,1,2,5,86,2,53.6095,1
8,0,3,6,6,4,6,100,1,62.32025,1
4,2,5,8,2,2,4,76,4,47.60375,0
10,1,75,2,6,2,4,95,5,90.212,1
9,2,89,2,6,2,1,74,4,78.603,1
10,0,52,7,4,2,6,67,4,67.44075,1
8,0,57,5,10,3,6,59,1,67.1105,1
6,1,69,1,1,1,2,80,3,75.814,1
9,2,21,7,9,4,4,89,3,59.8475,1
3,0,8,2,8,4,2,47,5,37.33125,0
2,0,16,7,3,4,6,74,3,60.834,1
3,0,30,3,9,3,1,75,4,58.45375,1
3,1,77,6,8,5,3,1,5,47.31725,0
3,0,2,10,9,2,4,28,4,24.4025,0
7,2,26,2,6,1,5,55,2,46.65525,0
6,0,15,2,1,4,4,96,1,63.8385,1
7,0,33,5,3,1,5,82,3,65.3135,1
3,1,58,4,7,1,2,83,1,72.81825,1
8,1,32,3,3,1,5,97,3,71.44125,1
2,0,9,1,2,1,2,19,1,18.332,0
10,1,73,10,10,5,5,50,3,66.8515,1
8,0,83,6,3,4,1,75,5,79.566,1
4,0,25,3,3,4,6,37,5,47.23075,0
5,0,1,4,10,3,3,62,3,39.6285,0
4,2,58,3,10,4,4,70,1,71.59625,1
5,0,13,6,4,5,4,14,1,21.2235,0
10,0,27,3,1,3,3,82,1,55.89725,1
7,2,81,10,10,4,3,83,4,84.902,1
5,1,27,10,6,4,6,49,2,48.48725,0
2,2,49,8,7,1,2,23,4,38.4935,0
9,1,67,6,5,1,5,59,3,67.0955,1
9,0,72,7,9,5,6,85,2,88.40275,1
9,2,37,10,5,1,1,66,5,47.01425,0
5,0,81,1,8,4,3,46,4,71.84675,1
9,2,19,9,7,1,5,3,3,13.5725,0
1,2,7,6,2,1,2,39,2,25.8405,0
1,2,56,10,7,1,6,32,1,53.032,1
2,0,15,7,7,1,6,5,4,23.84825,0
3,1,25,9,2,4,4,56,1,47.3985,0
10,1,94,10,4,2,5,20,4,59.20925,1
6,2,63,9,2,1,6,84,4,81.2005,1
3,2,78,7,2,4,4,43,5,68.874,1
1,0,91,5,2,1,6,78,1,96.34125,1
1,1,65,2,9,3,3,75,4,80.542,1
8,2,85,2,4,3,2,15,2,48.09075,0
10,0,13,9,9,2,2,10,4,10.66175,0
8,2,46,9,4,3,5,56,5,57.31575,1
10,1,12,9,9,3,1,22,1,11.61825,0
5,2,44,3,8,5,5,81,3,73.981,1
4,0,15,3,7,3,6,84,4,65.73525,1
7,0,28,4,8,2,4,39,2,39.45175,0
1,2,97,7,9,4,5,68,2,93.251,1
2,2,2,5,3,2,1,51,4,29.405,0
7,2,9,10,3,3,2,31,2,18.15975,0
2,1,33,6,5,1,1,67,5,53.47675,1
7,2,84,8,6,5,1,78,1,77.85675,1
5,0,26,7,2,3,2,69,3,51.0365,1
6,1,35,10,5,5,3,80,1,60.79475,1
1,2,93,2,9,4,3,57,1,82.06525,1
7,0,46,5,10,1,5,57,5,61.1315,1
3,0,73,5,8,3,1,27,4,53.49325,1
8,1,67,1,9,5,2,64,3,68.958,1
9,2,95,1,8,1,4,62,3,80.87225,1
1,1,11,7,9,1,3,87,5,58.66175,1
6,1,13,1,9,2,6,22,4,30.3415,0
8,0,77,5,7,3,1,55,2,64.11675,1
5,1,98,2,3,3,5,97,5,108.81025,1
6,2,5,1,2,1,6,67,1,44.7775,0
7,2,95,5,5,4,2,68,4,82.5665,1
5,2,10,9,9,3,5,29,3,27.65525,0
8,1,5,6,5,4,1,45,3,24.46775,0
6,2,39,5,6,3,3,27,2,35.397,0
10,1,48,4,5,3,2,6,1,23.788,0
5,2,50,8,6,4,3,54,1,54.42825,1
6,1,29,3,9,1,5,72,2,58.7235,1
5,1,32,4,4,2,1,43,3,37.818,0
7,2,91,10,7,1,3,97,1,91.97125,1
1,1,49,6,4,4,1,35,5,47.47325,0
4,0,7,2,9,2,2,73,3,46.5725,0
1,1,55,9,6,3,2,85,3,75.3795,1
2,2,22,5,10,4,3,87,2,62.74775,1
3,0,92,9,6,4,2,69,1,83.3195,1
3,1,100,10,9,2,1,76,3,87.83775,1
5,0,11,9,4,3,3,46,3,33.79875,0
8,2,89,4,5,3,5,50,5,76.49,1
6,1,23,2,8,3,2,37,1,32.089,0
7,0,49,9,4,1,2,21,1,32.24925,0
7,1,62,6,2,2,2,41,5,52.393,1
9,1,13,5,3,2,2,15,5,14.33075,0
3,1,91,6,2,3,5,82,5,97.95375,1
4,0,54,2,1,4,2,8,5,37.46825,0
5,0,17,7,3,4,2,56,2,40.089,0
6,1,34,1,2,5,4,15,2,32.1055,0
1,1,93,2,2,3,2,13,3,58.02625,1
9,0,98,6,1,3,4,58,2,80.3345,1
4,0,48,1,2,2,4,36,3,50.82475,1
1,0,33,10,5,5,3,96,3,74.67475,1
1,2,13,6,2,4,5,85,4,62.7685,1
6,1,41,3,8,5,3,55,1,53.32975,1
9,0,89,6,2,3,5,33,2,65.4245,1
9,1,85,6,4,4,6,42,4,71.95275,1
7,2,14,7,2,3,1,43,3,26.1595,0
3,2,88,8,1,3,6,93,3,101.095,1
6,2,46,10,10,1,2,90,2,66.63,1
9,0,68,6,1,1,5,18,5,48.392,0
4,2,26,10,9,2,1,91,1,56.82125,1
6,0,25,8,2,3,1,74,5,51.41625,1
1,1,59,1,8,5,5,52,2,70.2085,1
10,0,10,3,2,3,2,33,1,20.40525,0
7,2,91,9,5,4,4,98,1,96.8985,1
10,1,42,2,5,3,1,91,3,64.8355,1
9,1,19,5,4,2,1,96,4,56.208,1
10,0,62,5,2,3,2,98,4,80.61225,1
6,0,94,6,4,2,6,8,5,61.4095,1
9,2,33,7,5,5,4,3,4,22.157,0
4,0,50,2,9,4,3,2,4,34.91125,0
8,0,7,2,9,4,2,23,1,17.3955,0
1,0,42,4,7,2,2,3,5,30.2875,0
6,1,97,2,3,4,3,89,2,97.40275,1
9,1,81,9,6,2,3,9,2,42.7605,0
6,0,32,10,5,2,2,95,3,65.26675,1
2,0,77,8,4,3,5,35,5,68.38325,1
8,2,13,3,5,5,1,77,5,47.10825,0
9,1,24,3,9,3,3,55,5,44.5855,0
3,0,68,4,1,3,3,18,4,50.185,1
8,1,20,8,3,2,2,15,1,14.411,0
5,2,12,8,6,1,4,50,1,34.15925,0
1,1,15,2,4,5,6,29,1,37.81125,0
6,1,62,8,2,5,6,59,2,70.41725,1
2,1,13,9,6,3,5,20,2,26.63725,0
8,0,62,10,2,5,4,26,5,50.091,1
3,1,38,2,5,5,5,61,5,64.83525,1
7,0,27,1,2,1,6,92,5,72.46775,1
7,1,88,7,8,3,1,38,3,60.75725,1
10,1,58,7,5,1,5,59,3,61.66675,1
9,2,10,6,9,2,3,55,1,32.12,0
4,2,8,7,6,1,1,74,2,40.01325,0
10,0,42,8,6,5,1,86,4,63.721,1
1,2,63,2,5,5,6,15,5,55.88825,1
8,1,85,2,7,1,5,29,3,62.53675,1
6,1,8,8,8,2,2,97,3,54.87775,1
4,1,80,1,3,4,2,60,1,73.24975,1
3,2,15,3,1,5,2,76,3,51.6665,1
6,0,96,7,3,1,2,45,1,68.444,1
7,0,58,8,10,2,2,84,2,71.72425,1
3,1,43,6,10,2,4,62,2,60.44125,1
6,1,11,10,2,1,1,15,5,11.2065,0
6,1,82,1,7,4,3,7,3,49.49925,0
6,2,88,6,3,3,5,18,3,58.63975,1
5,1,68,4,9,2,3,80,1,77.61175,1
1,1,49,2,3,2,6,4,1,38.8545,0
5,2,35,7,4,5,6,85,3,72.14025,1
10,1,18,1,6,3,4,29,5,29.8745,0
3,0,98,8,1,4,4,34,5,75.263,1
